generation	phenotype	value
RRS	eggsize	162.1329695852818
RRS	ovarno	18.0
RRS	winglength	2.042
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
SSS	mass	1.4
SSS	eggsize	219.1148073920155
SSS	ovarno	38.0
SSS	winglength	2.042
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PRR	mass	1.5
PRR	eggsize	104.236139420726
PRR	winglength	2.042
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RSS	mass	1.5
RSS	eggsize	166.12447482188944
RSS	winglength	2.042
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RSS	mass	1.5
RSS	eggsize	24.018719474175086
RSS	ovarno	36.0
RSS	winglength	2.043
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RRS	mass	1.5
RRS	eggsize	87.12060777412873
RRS	ovarno	38.0
RRS	winglength	2.043
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RSR	mass	1.8
RSR	eggsize	146.05056975166744
RSR	ovarno	42.0
RSR	winglength	2.043
RSR	devL1A	7.5
RSR	devL1LP	3.5
RSR	devLPA	4
RSR	mass	1.7
RSR	eggsize	165.9438959614837
RSR	ovarno	41.0
RSR	winglength	2.044
RSR	devL1A	8.5
RSR	devL1LP	4.5
RSR	devLPA	4
SSS	mass	1.6
SSS	eggsize	176.23815529947828
SSS	winglength	2.044
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RRP	mass	1.5
RRP	eggsize	189.2755723888778
RRP	ovarno	34.0
RRP	winglength	2.045
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRR	mass	1.4
RRR	eggsize	131.84267966019627
RRR	ovarno	36.0
RRR	winglength	2.045
RRR	devL1A	8.5
RRR	devL1LP	3.5
RRR	devLPA	5
PSS	mass	1.3
PSS	eggsize	153.98304702264937
PSS	ovarno	38.0
PSS	winglength	2.045
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RSR	mass	1.6
RSR	eggsize	103.84440980418384
RSR	winglength	2.045
RSR	devL1A	7.5
RSR	devL1LP	3.5
RSR	devLPA	4
PSS	mass	1.6
PSS	eggsize	138.26688730831802
PSS	ovarno	29.0
PSS	winglength	2.046
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
RSS	mass	1.4
RSS	eggsize	70.5454034954494
RSS	winglength	2.046
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PRR	mass	1.5
PRR	eggsize	168.30328471954329
PRR	ovarno	37.0
PRR	winglength	2.047
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRR	mass	1.4
RRR	eggsize	152.96012172434342
RRR	ovarno	37.0
RRR	winglength	2.047
RRR	devL1A	7.5
RRR	devL1LP	3.5
RRR	devLPA	4
RSS	mass	1.6
RSS	eggsize	220.89497609799855
RSS	ovarno	40.0
RSS	winglength	2.047
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RRP	mass	1.8
RRP	eggsize	134.03830358967883
RRP	ovarno	42.0
RRP	winglength	2.047
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RRR	mass	1.7
RRR	eggsize	265.06642385558484
RRR	ovarno	46.0
RRR	winglength	2.047
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RSS	mass	1.4
RSS	eggsize	165.98690853381018
RSS	winglength	2.047
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RSS	mass	1.4
RSS	eggsize	101.24960388207793
RSS	winglength	2.047
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
SSS	mass	1.5
SSS	eggsize	124.60577656863838
SSS	ovarno	37.0
SSS	winglength	2.048
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPS	mass	1.4
PPS	eggsize	195.1132610342032
PPS	winglength	2.048
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
PRR	mass	1.6
PRR	eggsize	201.49947498318815
PRR	winglength	2.048
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRP	mass	1.4
RRP	eggsize	173.84154892609422
RRP	ovarno	37.0
RRP	winglength	2.049
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
SSS	mass	1.5
SSS	eggsize	175.68655773921546
SSS	winglength	2.049
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RRS	mass	1.7
RRS	eggsize	226.33577838559665
RRS	ovarno	31.0
RRS	winglength	2.05
RRS	devL1A	10.5
RRS	devL1LP	5.5
RRS	devLPA	5
PRR	mass	1.6
PRR	eggsize	170.37985829295482
PRR	ovarno	38.0
PRR	winglength	2.05
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RPR	mass	1.6
RPR	eggsize	144.08276161337108
RPR	ovarno	39.0
RPR	winglength	2.05
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
RRR	mass	1.6
RRR	eggsize	167.72568659845788
RRR	ovarno	41.0
RRR	winglength	2.05
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRR	mass	1.9
RRR	eggsize	168.51126855004438
RRR	winglength	2.05
RRR	devL1A	7.5
RRR	devL1LP	3.5
RRR	devLPA	4
RSS	mass	1.5
RSS	eggsize	34.46829315645084
RSS	winglength	2.05
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RPP	mass	1.4
RPP	eggsize	146.8858968328189
RPP	ovarno	34.0
RPP	winglength	2.051
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RRR	mass	1.6
RRR	eggsize	199.89786642327147
RRR	ovarno	36.0
RRR	winglength	2.052
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRS	mass	1.6
RRS	eggsize	108.93571228297532
RRS	ovarno	36.0
RRS	winglength	2.052
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PRR	mass	1.5
PRR	eggsize	201.93332709644503
PRR	ovarno	38.0
PRR	winglength	2.052
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RPR	mass	1.6
RPR	eggsize	83.67071619603891
RPR	winglength	2.052
RPR	devL1A	7.5
RPR	devL1LP	3.5
RPR	devLPA	4
RSR	mass	1.4
RSR	eggsize	156.7733703806283
RSR	winglength	2.052
RSR	devL1A	7.5
RSR	devL1LP	3.5
RSR	devLPA	4
RPR	mass	1.6
RPR	eggsize	154.76652056431786
RPR	ovarno	33.0
RPR	winglength	2.053
RPR	devL1A	7.5
RPR	devL1LP	3.5
RPR	devLPA	4
PPR	mass	1.3
PPR	eggsize	202.10041359043427
PPR	ovarno	37.0
PPR	winglength	2.053
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PPR	mass	1.5
PPR	eggsize	78.9203525348671
PPR	winglength	2.053
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RRS	mass	1.5
RRS	eggsize	118.80412885928831
RRS	ovarno	35.0
RRS	winglength	2.054
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPP	mass	1.5
RPP	eggsize	81.30192182200066
RPP	ovarno	36.0
RPP	winglength	2.054
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RRR	mass	1.5
RRR	eggsize	117.86491256350507
RRR	ovarno	37.0
RRR	winglength	2.054
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
PRR	mass	1.7
PRR	eggsize	148.95194454224958
PRR	ovarno	39.0
PRR	winglength	2.054
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RSR	mass	1.8
RSR	eggsize	176.55710798924503
RSR	ovarno	44.0
RSR	winglength	2.054
RSR	devL1A	7.5
RSR	devL1LP	3.5
RSR	devLPA	4
RRR	mass	1.8
RRR	eggsize	106.12553086692691
RRR	winglength	2.054
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRS	mass	1.6
RRS	eggsize	143.65321225673034
RRS	winglength	2.054
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RSS	mass	1.6
RSS	eggsize	160.31022392657172
RSS	ovarno	37.0
RSS	winglength	2.055
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RPR	mass	1.2
RPR	eggsize	90.4971429533644
RPR	ovarno	42.0
RPR	winglength	2.055
RPR	devL1A	6.5
RPR	devL1LP	1.5
RPR	devLPA	5
PRR	mass	1.4
PRR	eggsize	118.0440772279773
PRR	ovarno	44.0
PRR	winglength	2.055
PRR	devL1A	7.5
PRR	devL1LP	4.5
PRR	devLPA	3
PPS	mass	1.6
PPS	eggsize	32.399351940752254
PPS	winglength	2.055
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
PRR	mass	1.5
PRR	eggsize	187.83481506780132
PRR	winglength	2.055
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PRR	mass	1.5
PRR	eggsize	108.85547220208113
PRR	winglength	2.055
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRR	mass	1.7
RRR	eggsize	108.41793200886187
RRR	ovarno	29.0
RRR	winglength	2.056
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRR	mass	2.2
RRR	eggsize	117.556504905151
RRR	ovarno	35.0
RRR	winglength	2.056
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
PPR	mass	1.8
PPR	eggsize	97.98801842057752
PPR	winglength	2.056
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PPS	mass	1.5
PPS	eggsize	188.83748044621814
PPS	winglength	2.056
PPS	devL1A	8.5
PPS	devL1LP	5.5
PPS	devLPA	3
PPS	mass	1.7
PPS	eggsize	191.68318768188274
PPS	winglength	2.056
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
RRR	mass	1.7
RRR	eggsize	165.22880802648737
RRR	ovarno	43.0
RRR	winglength	2.057
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RSR	mass	1.9
RSR	eggsize	222.64113099785803
RSR	winglength	2.057
RSR	devL1A	8.5
RSR	devL1LP	3.5
RSR	devLPA	5
RRR	mass	1.8
RRR	eggsize	101.15055674084077
RRR	ovarno	37.0
RRR	winglength	2.058
RRR	devL1A	7.5
RRR	devL1LP	3.5
RRR	devLPA	4
RRR	mass	1.7
RRR	eggsize	157.70013575623418
RRR	ovarno	42.0
RRR	winglength	2.058
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
PRR	mass	1.6
PRR	eggsize	230.24457813336
PRR	winglength	2.058
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRR	mass	1.6
RRR	eggsize	121.06217630134708
RRR	winglength	2.058
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRR	mass	1.7
RRR	eggsize	190.44849799095323
RRR	winglength	2.058
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RPR	mass	1.3
RPR	eggsize	90.65557920952807
RPR	ovarno	31.0
RPR	winglength	2.059
RPR	devL1A	8.5
RPR	devL1LP	3.5
RPR	devLPA	5
RRP	mass	1.7
RRP	eggsize	127.3319862198552
RRP	ovarno	37.0
RRP	winglength	2.059
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PRR	mass	1.5
PRR	eggsize	122.76723271272215
PRR	winglength	2.059
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRS	mass	1.8
RRS	eggsize	86.69606767263187
RRS	winglength	2.059
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PPR	mass	1.4
PPR	eggsize	258.2738340546973
PPR	ovarno	39.0
PPR	winglength	2.06
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RSR	mass	1.8
RSR	eggsize	218.88717780186744
RSR	ovarno	43.0
RSR	winglength	2.06
RSR	devL1A	8.5
RSR	devL1LP	4.5
RSR	devLPA	4
RSR	mass	1.7
RSR	eggsize	146.04977459843298
RSR	ovarno	48.0
RSR	winglength	2.06
RSR	devL1A	7.5
RSR	devL1LP	4.5
RSR	devLPA	3
PRR	mass	1.6
PRR	eggsize	262.3530285373047
PRR	ovarno	37.0
PRR	winglength	2.061
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRR	mass	1.6
RRR	eggsize	165.31052434186992
RRR	ovarno	40.0
RRR	winglength	2.061
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RPR	mass	1.5
RPR	eggsize	158.47403083320677
RPR	ovarno	42.0
RPR	winglength	2.061
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
PRR	mass	1.5
PRR	eggsize	62.20634554042255
PRR	winglength	2.061
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRS	mass	1.5
RRS	eggsize	151.80874723748659
RRS	winglength	2.061
RRS	devL1A	8.5
RRS	devL1LP	4.5
RRS	devLPA	4
PSS	mass	1.6
PSS	eggsize	108.3295572920468
PSS	ovarno	37.0
PSS	winglength	2.062
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
PPR	mass	1.6
PPR	eggsize	143.84172506103627
PPR	ovarno	43.0
PPR	winglength	2.062
PPR	devL1A	7.5
PPR	devL1LP	4.5
PPR	devLPA	3
RRS	mass	1.6
RRS	eggsize	116.83293683450057
RRS	ovarno	36.0
RRS	winglength	2.063
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPR	mass	1.5
RPR	eggsize	169.24794597660357
RPR	ovarno	37.0
RPR	winglength	2.063
RPR	devL1A	7.5
RPR	devL1LP	4.5
RPR	devLPA	3
PPR	mass	1.8
PPR	eggsize	107.0319938301699
PPR	ovarno	44.0
PPR	winglength	2.063
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RRP	mass	1.6
RRP	eggsize	182.56957338949584
RRP	winglength	2.063
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RRR	mass	1.5
RRR	eggsize	107.99596854195966
RRR	winglength	2.063
RRR	devL1A	8.5
RRR	devL1LP	3.5
RRR	devLPA	5
RRS	mass	1.6
RRS	eggsize	-7.485203374787204
RRS	ovarno	34.0
RRS	winglength	2.064
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
SSS	mass	1.6
SSS	eggsize	190.87971972583284
SSS	ovarno	37.0
SSS	winglength	2.064
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RRR	mass	1.7
RRR	eggsize	73.33730374815495
RRR	ovarno	39.0
RRR	winglength	2.064
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RPR	mass	1.5
RPR	eggsize	85.10886356235291
RPR	ovarno	41.0
RPR	winglength	2.064
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
RSR	mass	1.5
RSR	eggsize	27.718527440783475
RSR	ovarno	42.0
RSR	winglength	2.064
RSR	devL1A	8.5
RSR	devL1LP	3.5
RSR	devLPA	5
PPS	mass	1.4
PPS	eggsize	165.66931468908268
PPS	ovarno	44.0
PPS	winglength	2.064
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
SSS	mass	1.7
SSS	eggsize	157.3134278475168
SSS	ovarno	36.0
SSS	winglength	2.065
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPR	mass	1.6
PPR	eggsize	217.14319260700853
PPR	ovarno	37.0
PPR	winglength	2.065
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RSS	mass	1.4
RSS	eggsize	174.9915232383587
RSS	ovarno	38.0
RSS	winglength	2.066
RSS	devL1A	10.5
RSS	devL1LP	6.5
RSS	devLPA	4
PSS	mass	1.5
PSS	eggsize	186.15281436004005
PSS	ovarno	39.0
PSS	winglength	2.066
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
PRR	mass	1.4
PRR	eggsize	149.88764511502413
PRR	ovarno	41.0
PRR	winglength	2.066
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PPS	mass	1.5
PPS	eggsize	118.35562477625548
PPS	winglength	2.066
PPS	devL1A	8.5
PPS	devL1LP	5.5
PPS	devLPA	3
RSR	mass	1.8
RSR	eggsize	117.70249432965349
RSR	winglength	2.066
RSR	devL1A	8.5
RSR	devL1LP	4.5
RSR	devLPA	4
RRS	mass	1.7
RRS	eggsize	161.760541709769
RRS	ovarno	40.0
RRS	winglength	2.067
RRS	devL1A	9.5
RRS	devL1LP	6.5
RRS	devLPA	3
PSP	mass	1.8
PSP	eggsize	160.81695714434187
PSP	winglength	2.067
PSP	devL1A	9.5
PSP	devL1LP	5.5
PSP	devLPA	4
RSS	mass	1.4
RSS	eggsize	116.20825604327999
RSS	ovarno	37.0
RSS	winglength	2.069
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PPS	mass	1.6
PPS	eggsize	212.81199880330547
PPS	winglength	2.069
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
SSS	mass	1.5
SSS	eggsize	96.99722504420876
SSS	ovarno	35.0
SSS	winglength	2.07
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RSS	mass	1.4
RSS	eggsize	39.95141460989646
RSS	ovarno	36.0
RSS	winglength	2.07
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RPR	mass	1.2
RPR	eggsize	117.59073556700568
RPR	ovarno	30.0
RPR	winglength	2.071
RPR	devL1A	6.5
RPR	devL1LP	1.5
RPR	devLPA	5
PRR	mass	1.5
PRR	eggsize	188.93731433700492
PRR	ovarno	37.0
PRR	winglength	2.071
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PPR	mass	1.4
PPR	eggsize	182.41134617650047
PPR	ovarno	39.0
PPR	winglength	2.071
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PRR	mass	1.6
PRR	eggsize	233.50621973760713
PRR	ovarno	40.0
PRR	winglength	2.071
PRR	devL1A	7.5
PRR	devL1LP	4.5
PRR	devLPA	3
PPR	mass	1.4
PPR	eggsize	157.0365015771133
PPR	winglength	2.071
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PSS	mass	1.5
PSS	eggsize	129.98129957967157
PSS	ovarno	35.0
PSS	winglength	2.073
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RPP	mass	1.5
RPP	eggsize	206.3097532871707
RPP	ovarno	39.0
RPP	winglength	2.073
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RPR	mass	1.2
RPR	eggsize	-13.863057394060235
RPR	ovarno	39.0
RPR	winglength	2.073
RPR	devL1A	6.5
RPR	devL1LP	1.5
RPR	devLPA	5
SSS	mass	1.6
SSS	eggsize	225.83203363662398
SSS	ovarno	41.0
SSS	winglength	2.074
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPS	mass	1.4
PPS	eggsize	173.08473364203059
PPS	winglength	2.074
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
RRP	mass	1.6
RRP	eggsize	146.63310765557705
RRP	ovarno	43.0
RRP	winglength	2.075
RRP	devL1A	7.5
RRP	devL1LP	4.5
RRP	devLPA	3
RSR	mass	1.7
RSR	eggsize	52.71694701522827
RSR	winglength	2.075
RSR	devL1A	8.5
RSR	devL1LP	4.5
RSR	devLPA	4
RSR	mass	1.8
RSR	eggsize	169.12277909618516
RSR	ovarno	38.0
RSR	winglength	2.076
RSR	devL1A	8.5
RSR	devL1LP	3.5
RSR	devLPA	5
RPR	mass	1.5
RPR	eggsize	261.0550975859606
RPR	ovarno	39.0
RPR	winglength	2.077
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
RRR	mass	1.9
RRR	eggsize	125.21815779858184
RRR	ovarno	39.0
RRR	winglength	2.077
RRR	devL1A	8.5
RRR	devL1LP	3.5
RRR	devLPA	5
RPR	mass	1.3
RPR	eggsize	220.305531554144
RPR	ovarno	35.0
RPR	winglength	2.078
RPR	devL1A	8.5
RPR	devL1LP	3.5
RPR	devLPA	5
RPR	mass	1.4
RPR	eggsize	142.01312094584435
RPR	ovarno	38.0
RPR	winglength	2.078
RPR	devL1A	7.5
RPR	devL1LP	4.5
RPR	devLPA	3
RRR	mass	1.5
RRR	eggsize	162.88590771475617
RRR	ovarno	40.0
RRR	winglength	2.079
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
PSS	mass	1.6
PSS	eggsize	173.20726369021625
PSS	winglength	2.079
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RRR	mass	1.6
RRR	eggsize	171.07206211098224
RRR	ovarno	36.0
RRR	winglength	2.08
RRR	devL1A	7.5
RRR	devL1LP	4.5
RRR	devLPA	3
SSS	mass	1.4
SSS	eggsize	183.57313267287606
SSS	ovarno	38.0
SSS	winglength	2.08
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPS	mass	1.8
PPS	eggsize	64.61473716399001
PPS	winglength	2.08
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
PRR	mass	1.4
PRR	eggsize	135.72640895415705
PRR	winglength	2.082
PRR	devL1A	7.5
PRR	devL1LP	4.5
PRR	devLPA	3
PRR	mass	1.4
PRR	eggsize	155.97578309327073
PRR	ovarno	35.0
PRR	winglength	2.083
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PPR	mass	1.6
PPR	eggsize	69.45362451747928
PPR	ovarno	40.0
PPR	winglength	2.083
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RRR	mass	1.6
RRR	eggsize	133.78504687756822
RRR	ovarno	40.0
RRR	winglength	2.083
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRS	mass	1.7
RRS	eggsize	100.10506772195912
RRS	ovarno	40.0
RRS	winglength	2.083
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPR	mass	1.6
RPR	eggsize	204.63823613477155
RPR	ovarno	42.0
RPR	winglength	2.083
RPR	devL1A	7.5
RPR	devL1LP	3.5
RPR	devLPA	4
RPR	mass	1.4
RPR	eggsize	230.53917635522595
RPR	ovarno	42.0
RPR	winglength	2.083
RPR	devL1A	6.5
RPR	devL1LP	2.5
RPR	devLPA	4
PRR	mass	1.5
PRR	eggsize	85.00525750668879
PRR	ovarno	43.0
PRR	winglength	2.083
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RPR	mass	1.4
RPR	eggsize	159.82174304671182
RPR	ovarno	46.0
RPR	winglength	2.083
RPR	devL1A	8.5
RPR	devL1LP	3.5
RPR	devLPA	5
RPR	mass	1.7
RPR	eggsize	141.53978278230764
RPR	winglength	2.083
RPR	devL1A	7.5
RPR	devL1LP	3.5
RPR	devLPA	4
PRR	mass	1.5
PRR	eggsize	267.7901279963613
PRR	ovarno	39.0
PRR	winglength	2.084
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PRR	mass	1.8
PRR	eggsize	135.52422106567587
PRR	winglength	2.084
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PSS	mass	1.6
PSS	eggsize	200.63418471418197
PSS	winglength	2.086
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
PSS	mass	1.4
PSS	eggsize	115.21840130574856
PSS	ovarno	38.0
PSS	winglength	2.087
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
PRR	mass	1.6
PRR	eggsize	183.41423505747514
PRR	ovarno	40.0
PRR	winglength	2.089
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PSS	mass	1.7
PSS	eggsize	120.43103144063883
PSS	ovarno	35.0
PSS	winglength	2.09
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
RRP	mass	1.3
RRP	eggsize	159.00388446283546
RRP	winglength	2.09
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
PRR	mass	1.5
PRR	eggsize	167.30907594193576
PRR	ovarno	36.0
PRR	winglength	2.091
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRP	mass	1.5
RRP	eggsize	115.02069904186726
RRP	ovarno	41.0
RRP	winglength	2.091
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RPR	mass	1.7
RPR	eggsize	128.5256192268742
RPR	ovarno	43.0
RPR	winglength	2.092
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
RSR	mass	1.8
RSR	eggsize	216.5406095065174
RSR	winglength	2.092
RSR	devL1A	8.5
RSR	devL1LP	4.5
RSR	devLPA	4
RRR	mass	2.0
RRR	eggsize	54.77950822568606
RRR	ovarno	31.0
RRR	winglength	2.093
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
PRR	mass	1.5
PRR	eggsize	187.53760878927596
PRR	winglength	2.093
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRR	mass	1.4
RRR	eggsize	225.95467485200538
RRR	ovarno	42.0
RRR	winglength	2.094
RRR	devL1A	8.5
RRR	devL1LP	3.5
RRR	devLPA	5
PSS	mass	1.6
PSS	eggsize	187.45650844345232
PSS	winglength	2.094
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RRR	mass	1.7
RRR	eggsize	197.40363835826
RRR	ovarno	32.0
RRR	winglength	2.095
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RRR	mass	1.6
RRR	eggsize	163.75126166799367
RRR	ovarno	38.0
RRR	winglength	2.095
RRR	devL1A	7.5
RRR	devL1LP	3.5
RRR	devLPA	4
RSR	mass	1.6
RSR	eggsize	110.36178810432449
RSR	ovarno	42.0
RSR	winglength	2.096
RSR	devL1A	8.5
RSR	devL1LP	4.5
RSR	devLPA	4
PRR	mass	1.7
PRR	eggsize	130.6956238799305
PRR	ovarno	36.0
PRR	winglength	2.1
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RSR	mass	1.7
RSR	eggsize	113.07238640583162
RSR	ovarno	44.0
RSR	winglength	2.1
RSR	devL1A	7.5
RSR	devL1LP	4.5
RSR	devLPA	3
RRP	mass	1.9
RRP	eggsize	141.5229624713226
RRP	ovarno	46.0
RRP	winglength	2.1
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
PPR	mass	1.7
PPR	eggsize	83.3922388967118
PPR	winglength	2.1
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RRR	mass	1.8
RRR	eggsize	126.18590149035408
RRR	ovarno	37.0
RRR	winglength	2.101
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
PPR	mass	1.6
PPR	eggsize	137.92982398870734
PPR	ovarno	42.0
PPR	winglength	2.104
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RPR	mass	1.5
